,id,yr,cst_n,cst,mag,pty_n,pty,can,vot1,pev1,pv1,pvs1,press_county
5032,627,1868,leitrim county,225,2,Liberal Party (Original),63,-992,-992,2417,-992,-992.0,leitrim county
5033,627,1868,leitrim county,225,2,Conservative,27,-992,-992,2417,-992,-992.0,leitrim county
5034,627,1868,leominster,226,1,Conservative,27,-990,-990,882,432,0.7128713130950928,leominster
5035,627,1868,leominster,226,1,Liberal Party (Original),63,-990,-990,882,174,0.2871287167072296,leominster
5036,627,1868,lewes,227,1,Conservative,27,-990,-990,1350,587,0.4941077530384064,sussex
5037,627,1868,lewes,227,1,Liberal Party (Original),63,-990,-990,1350,601,0.505892276763916,sussex
5038,627,1868,lichfield,228,1,Liberal Party (Original),63,-990,-990,1320,474,0.4744744598865509,staffordshire
5039,627,1868,lichfield,228,1,Conservative,27,-990,-990,1320,525,0.5255255103111267,staffordshire
5040,627,1868,limerick city,229,2,Liberal Party (Original),63,liberals candidate 3,-990,1888,2540,0.931426465511322,limerick city
5041,627,1868,limerick city,229,2,Independent Nationalists,6001,-990,-990,1888,187,0.06857352703809738,limerick city
5042,627,1868,limerick city,229,2,Liberal Party (Original),63,liberals candidate 2,-990,1888,2540,0.931426465511322,limerick city
5043,627,1868,limerick city,229,2,Liberal Party (Original),63,liberals candidate 1,-990,1888,2540,0.931426465511322,limerick city
5044,627,1868,limerick city,229,2,Independent Nationalists,6001,-990,-990,1888,187,0.06857352703809738,limerick city
5045,627,1868,limerick county,230,2,Liberal Party (Original),63,liberals candidate 1,-992,6274,-992,-992.0,limerick county
5046,627,1868,limerick county,230,2,Liberal Party (Original),63,liberals candidate 2,-992,6274,-992,-992.0,limerick county
5047,627,1868,lincoln,231,2,Liberal Party (Original),63,liberals candidate 1,-992,4243,-992,-992.0,lincolnshire
5048,627,1868,lincoln,231,2,Liberal Party (Original),63,liberals candidate 2,-992,4243,-992,-992.0,lincolnshire
5049,627,1868,"lincolnshire, mid",232,2,Liberal Party (Original),63,-992,-992,8694,-992,-992.0,"lincolnshire, mid"
5050,627,1868,"lincolnshire, mid",232,2,Conservative,27,-992,-992,8694,-992,-992.0,"lincolnshire, mid"
5051,627,1868,"lincolnshire, southern",233,2,Liberal Party (Original),63,liberals candidate 1,-990,10476,2717,0.2402298897504807,"lincolnshire, southern"
5052,627,1868,"lincolnshire, southern",233,2,Conservative,27,conservatives candidate 2,-990,10476,8593,0.7597700953483582,"lincolnshire, southern"
5053,627,1868,"lincolnshire, southern",233,2,Conservative,27,conservatives candidate 1,-990,10476,8593,0.7597700953483582,"lincolnshire, southern"
5054,627,1868,"lincolnshire, southern",233,2,Liberal Party (Original),63,liberals candidate 2,-990,10476,2717,0.2402298897504807,"lincolnshire, southern"
5055,627,1868,"linconlnshire, northern",234,2,Liberal Party (Original),63,-992,-992,9436,-992,-992.0,"linconlnshire, northern"
5056,627,1868,"linconlnshire, northern",234,2,Conservative,27,-992,-992,9436,-992,-992.0,"linconlnshire, northern"
5057,627,1868,linlithgowshire,235,1,Liberal Party (Original),63,liberals candidate 1,-990,1226,985,1.0,linlithgowshire
5058,627,1868,linlithgowshire,235,1,Liberal Party (Original),63,liberals candidate 2,-990,1226,985,1.0,linlithgowshire
5059,627,1868,lisburn,236,1,Conservative,27,-992,-992,313,-992,-992.0,lisburn
5060,627,1868,liskeard,237,1,Liberal Party (Original),63,-992,-992,881,-992,-992.0,cornwall
5061,627,1868,liverpool,238,3,Liberal Party (Original),63,liberals candidate 1,-990,39645,30354,0.4792081117630005,lancashire
5062,627,1868,liverpool,238,3,Liberal Party (Original),63,liberals candidate 2,-990,39645,30354,0.4792081117630005,lancashire
5063,627,1868,liverpool,238,3,Conservative,27,conservatives candidate 1,-990,39645,32988,0.5207918882369995,lancashire
5064,627,1868,liverpool,238,3,Conservative,27,conservatives candidate 2,-990,39645,32988,0.5207918882369995,lancashire
5065,627,1868,london university,239,1,Liberal Party (Original),63,-992,-992,1160,-992,-992.0,london university
5066,627,1868,londonberry city,240,1,Liberal Party (Original),63,-990,-990,875,704,0.5402916073799133,londonberry city
5067,627,1868,londonberry city,240,1,Conservative,27,-990,-990,875,599,0.4597083628177643,londonberry city
5068,627,1868,londonberry county,241,2,Conservative,27,conservatives candidate 1,-992,5654,-992,-992.0,londonberry county
5069,627,1868,londonberry county,241,2,Conservative,27,conservatives candidate 2,-992,5654,-992,-992.0,londonberry county
5070,627,1868,longford county,242,2,Liberal Party (Original),63,liberals candidate 1,-992,2861,-992,-992.0,longford county
5071,627,1868,longford county,242,2,Liberal Party (Original),63,liberals candidate 2,-992,2861,-992,-992.0,longford county
5072,627,1868,louth county,243,2,Liberal Party (Original),63,liberals candidate 1,-992,2461,-992,-992.0,louth county
5073,627,1868,louth county,243,2,Liberal Party (Original),63,liberals candidate 2,-992,2461,-992,-992.0,louth county
5074,627,1868,ludlow,244,1,Conservative,27,-990,-990,789,428,0.7157190442085266,shropshire
5075,627,1868,ludlow,244,1,Liberal Party (Original),63,-990,-990,789,170,0.284280925989151,shropshire
5076,627,1868,lymington,245,1,Liberal Party (Original),63,-990,-990,662,199,0.3761814832687378,hampshire
5077,627,1868,lymington,245,1,Conservative,27,-990,-990,662,330,0.6238185167312622,hampshire
5078,627,1868,macclesfield,246,2,Liberal Party (Original),63,liberals candidate 1,-990,4737,5321,0.6962836980819702,cheshire
5079,627,1868,macclesfield,246,2,Liberal Party (Original),63,liberals candidate 2,-990,4737,5321,0.6962836980819702,cheshire
5080,627,1868,macclesfield,246,2,Conservative,27,-990,-990,4737,2321,0.3037163019180298,cheshire
5081,627,1868,maidstone,247,2,Conservative,27,conservatives candidate 1,-990,3420,2781,0.4716757237911224,kent
5082,627,1868,maidstone,247,2,Conservative,27,conservatives candidate 2,-990,3420,2781,0.4716757237911224,kent
5083,627,1868,maidstone,247,2,Liberal Party (Original),63,liberals candidate 2,-990,3420,3115,0.5283243060112,kent
5084,627,1868,maidstone,247,2,Liberal Party (Original),63,liberals candidate 1,-990,3420,3115,0.5283243060112,kent
5085,627,1868,maldon,248,1,Liberal Party (Original),63,-990,-990,1397,657,0.565891444683075,maldon
5086,627,1868,maldon,248,1,Conservative,27,-990,-990,1397,504,0.4341085255146027,maldon
5087,627,1868,mallow,249,1,Liberal Party (Original),63,-992,-992,169,-992,-992.0,mallow
5088,627,1868,malmesbury,250,1,Liberal Party (Original),63,-990,-990,785,314,0.4823348820209503,wiltshire
5089,627,1868,malmesbury,250,1,Conservative,27,-990,-990,785,337,0.5176651477813721,wiltshire
5090,627,1868,malton,251,1,Liberal Party (Original),63,-992,-992,1218,-992,-992.0,yorkshire
5091,627,1868,manchester,252,3,Liberal Party (Original),63,liberals candidate 4,-990,48256,43604,0.6075180172920227,lancashire
5092,627,1868,manchester,252,3,Liberal Party (Original),63,liberals candidate 3,-990,48256,43604,0.6075180172920227,lancashire
5093,627,1868,manchester,252,3,Liberal Party (Original),63,liberals candidate 2,-990,48256,43604,0.6075180172920227,lancashire
5094,627,1868,manchester,252,3,Conservative,27,conservatives candidate 1,-990,48256,28170,0.3924819529056549,lancashire
5095,627,1868,manchester,252,3,Liberal Party (Original),63,liberals candidate 1,-990,48256,43604,0.6075180172920227,lancashire
5096,627,1868,manchester,252,3,Conservative,27,conservatives candidate 2,-990,48256,28170,0.3924819529056549,lancashire
5097,627,1868,marlborough,253,1,Liberal Party (Original),63,-992,-992,616,-992,-992.0,wiltshire
5098,627,1868,marylebone,254,2,Liberal Party (Original),63,liberals candidate 3,-990,35575,28875,0.878620982170105,marylebone
5099,627,1868,marylebone,254,2,Liberal Party (Original),63,liberals candidate 1,-990,35575,28875,0.878620982170105,marylebone
5100,627,1868,marylebone,254,2,Liberal Party (Original),63,liberals candidate 4,-990,35575,28875,0.878620982170105,marylebone
5101,627,1868,marylebone,254,2,Conservative,27,-990,-990,35575,3989,0.121379017829895,marylebone
5102,627,1868,marylebone,254,2,Liberal Party (Original),63,liberals candidate 2,-990,35575,28875,0.878620982170105,marylebone
5103,627,1868,mayo county,255,2,Liberal Party (Original),63,-992,-992,4033,-992,-992.0,mayo county
5104,627,1868,mayo county,255,2,Conservative,27,-992,-992,4033,-992,-992.0,mayo county
5105,627,1868,meath county,256,2,Liberal Party (Original),63,liberals candidate 1,-990,4327,3439,1.0,meath county
5106,627,1868,meath county,256,2,Liberal Party (Original),63,liberals candidate 3,-990,4327,3439,1.0,meath county
5107,627,1868,meath county,256,2,Liberal Party (Original),63,liberals candidate 2,-990,4327,3439,1.0,meath county
5108,627,1868,merionethshire,257,1,Liberal Party (Original),63,-992,-992,3185,-992,-992.0,merionethshire
5109,627,1868,merthyr tydfil,258,2,Liberal Party (Original),63,liberals candidate 2,-990,14577,24898,1.0,merthyr tydfil
5110,627,1868,merthyr tydfil,258,2,Liberal Party (Original),63,liberals candidate 1,-990,14577,24898,1.0,merthyr tydfil
5111,627,1868,merthyr tydfil,258,2,Liberal Party (Original),63,liberals candidate 3,-990,14577,24898,1.0,merthyr tydfil
5112,627,1868,middlesbrough,259,1,Liberal Party (Original),63,-992,-992,5196,-992,-992.0,yorkshire
5113,627,1868,middlesex,260,2,Liberal Party (Original),63,liberals candidate 2,-990,25196,12884,0.6213948130607605,middlesex
5114,627,1868,middlesex,260,2,Liberal Party (Original),63,liberals candidate 1,-990,25196,12884,0.6213948130607605,middlesex
5115,627,1868,middlesex,260,2,Conservative,27,-990,-990,25196,7850,0.3786051869392395,middlesex
5116,627,1868,midhurst,261,1,Conservative,27,-990,-990,1007,375,0.5886970162391663,midhurst
5117,627,1868,midhurst,261,1,Liberal Party (Original),63,-990,-990,1007,262,0.4113029837608337,midhurst
5118,627,1868,monaghan county,262,2,Conservative,27,conservatives candidate 2,-990,5370,5915,0.8603636622428894,monaghan county
5119,627,1868,monaghan county,262,2,Conservative,27,conservatives candidate 1,-990,5370,5915,0.8603636622428894,monaghan county
5120,627,1868,monaghan county,262,2,Liberal Party (Original),63,-990,-990,5370,960,0.139636367559433,monaghan county
5121,627,1868,monmouth district of boroughs,263,1,Liberal Party (Original),63,-990,-990,3771,1618,0.5275513529777527,monmouth district of boroughs
5122,627,1868,monmouth district of boroughs,263,1,Conservative,27,-990,-990,3771,1449,0.4724486470222473,monmouth district of boroughs
5123,627,1868,monmouthshire,264,2,Liberal Party (Original),63,-990,-990,7971,2338,0.2429343312978745,monmouthshire
5124,627,1868,monmouthshire,264,2,Conservative,27,conservatives candidate 1,-990,7971,7286,0.7570656538009644,monmouthshire
5125,627,1868,monmouthshire,264,2,Conservative,27,conservatives candidate 2,-990,7971,7286,0.7570656538009644,monmouthshire
5126,627,1868,montgomery district of boroughs,265,1,Liberal Party (Original),63,-992,-992,2559,-992,-992.0,montgomery district of boroughs
5127,627,1868,montgomeryshire,266,1,Conservative,27,-992,-992,4810,-992,-992.0,montgomeryshire
5128,627,1868,montrose district of burghs,267,1,Conservative,27,-990,-990,6337,1027,0.2430194020271301,montrose district of burghs
5129,627,1868,montrose district of burghs,267,1,Liberal Party (Original),63,-990,-990,6337,3199,0.7569805979728699,montrose district of burghs
5130,627,1868,morpeth,268,1,Liberal Party (Original),63,-992,-992,2006,-992,-992.0,northumberland
5131,627,1868,new ross,269,1,Liberal Party (Original),63,-992,-992,191,-992,-992.0,new ross
5132,627,1868,newark-on-trent,270,2,Liberal Party (Original),63,liberals candidate 3,-990,1803,2932,1.0,newark-on-trent
5133,627,1868,newark-on-trent,270,2,Liberal Party (Original),63,liberals candidate 2,-990,1803,2932,1.0,newark-on-trent
5134,627,1868,newark-on-trent,270,2,Liberal Party (Original),63,liberals candidate 1,-990,1803,2932,1.0,newark-on-trent
5135,627,1868,newcasle-upon-tyne,271,2,Liberal Party (Original),63,liberals candidate 2,-990,18557,13731,0.8344069123268127,newcasle-upon-tyne
5136,627,1868,newcasle-upon-tyne,271,2,Liberal Party (Original),63,liberals candidate 1,-990,18557,13731,0.8344069123268127,newcasle-upon-tyne
5137,627,1868,newcasle-upon-tyne,271,2,Conservative,27,-990,-990,18557,2725,0.1655931025743484,newcasle-upon-tyne
5138,627,1868,newcastle-under-lyme,272,2,Conservative,27,-990,-990,2849,1423,0.4381157755851746,newcastle-under-lyme
5139,627,1868,newcastle-under-lyme,272,2,Liberal Party (Original),63,liberals candidate 1,-990,2849,1825,0.5618842244148254,newcastle-under-lyme
5140,627,1868,newcastle-under-lyme,272,2,Liberal Party (Original),63,liberals candidate 2,-990,2849,1825,0.5618842244148254,newcastle-under-lyme
5141,627,1868,newport,273,1,Liberal Party (Original),63,-992,-992,965,-992,-992.0,newport
5142,627,1868,newry,274,1,Liberal Party (Original),63,-990,-990,572,387,0.5052219033241272,down county
5143,627,1868,newry,274,1,Conservative,27,-990,-990,572,379,0.4947780668735504,down county
5144,627,1868,"norfolk, northern",275,2,Liberal Party (Original),63,liberals candidate 2,-990,6432,4313,0.453713446855545,"norfolk, northern"
5145,627,1868,"norfolk, northern",275,2,Conservative,27,conservatives candidate 2,-990,6432,5193,0.5462865829467773,"norfolk, northern"
5146,627,1868,"norfolk, northern",275,2,Conservative,27,conservatives candidate 1,-990,6432,5193,0.5462865829467773,"norfolk, northern"
5147,627,1868,"norfolk, northern",275,2,Liberal Party (Original),63,liberals candidate 1,-990,6432,4313,0.453713446855545,"norfolk, northern"
5148,627,1868,"norfolk, southern",276,2,Liberal Party (Original),63,-990,-990,7709,1679,0.2144590616226196,"norfolk, southern"
5149,627,1868,"norfolk, southern",276,2,Conservative,27,conservatives candidate 2,-990,7709,6150,0.7855409383773804,"norfolk, southern"
5150,627,1868,"norfolk, southern",276,2,Conservative,27,conservatives candidate 1,-990,7709,6150,0.7855409383773804,"norfolk, southern"
5151,627,1868,"norfolk, western",277,2,Conservative,27,conservatives candidate 1,-992,7062,-992,-992.0,"norfolk, western"
5152,627,1868,"norfolk, western",277,2,Conservative,27,conservatives candidate 2,-992,7062,-992,-992.0,"norfolk, western"
5153,627,1868,northallerton,278,1,Conservative,27,-990,-990,808,386,0.5092348456382751,northallerton
5154,627,1868,northallerton,278,1,Liberal Party (Original),63,-990,-990,808,372,0.4907651841640472,northallerton
5155,627,1868,northampton,279,2,Conservative,27,conservatives candidate 2,-990,6621,3030,0.3205331563949585,northamptonshire
5156,627,1868,northampton,279,2,Liberal Party (Original),63,liberals candidate 2,-990,6621,6423,0.6794668436050415,northamptonshire
5157,627,1868,northampton,279,2,Conservative,27,conservatives candidate 1,-990,6621,3030,0.3205331563949585,northamptonshire
5158,627,1868,northampton,279,2,Liberal Party (Original),63,liberals candidate 1,-990,6621,6423,0.6794668436050415,northamptonshire
5159,627,1868,northampton,279,2,Liberal Party (Original),63,liberals candidate 3,-990,6621,6423,0.6794668436050415,northamptonshire
5160,627,1868,northampton,279,2,Liberal Party (Original),63,liberals candidate 4,-990,6621,6423,0.6794668436050415,northamptonshire
5161,627,1868,"northamptonshire, northern",280,2,Conservative,27,conservatives candidate 1,-992,5310,-992,-992.0,"northamptonshire, northern"
5162,627,1868,"northamptonshire, northern",280,2,Conservative,27,conservatives candidate 2,-992,5310,-992,-992.0,"northamptonshire, northern"
5163,627,1868,"northamptonshire, southern",281,2,Conservative,27,conservatives candidate 1,-990,6338,5027,0.6856246590614319,"northamptonshire, southern"
5164,627,1868,"northamptonshire, southern",281,2,Liberal Party (Original),63,-990,-990,6338,2305,0.3143753409385681,"northamptonshire, southern"
5165,627,1868,"northamptonshire, southern",281,2,Conservative,27,conservatives candidate 2,-990,6338,5027,0.6856246590614319,"northamptonshire, southern"
5166,627,1868,"northumberland, northern",282,2,Conservative,27,conservatives candidate 2,-992,3612,-992,-992.0,"northumberland, northern"
5167,627,1868,"northumberland, northern",282,2,Conservative,27,conservatives candidate 1,-992,3612,-992,-992.0,"northumberland, northern"
5168,627,1868,"northumberland, southern",283,2,Liberal Party (Original),63,-992,-992,6862,-992,-992.0,"northumberland, southern"
5169,627,1868,"northumberland, southern",283,2,Conservative,27,-992,-992,6862,-992,-992.0,"northumberland, southern"
5170,627,1868,norwich,284,2,Liberal Party (Original),63,liberals candidate 1,-990,13296,8873,0.6624608039855957,norfolk
5171,627,1868,norwich,284,2,Conservative,27,-990,-990,13296,4521,0.3375391960144043,norfolk
5172,627,1868,norwich,284,2,Liberal Party (Original),63,liberals candidate 2,-990,13296,8873,0.6624608039855957,norfolk
5173,627,1868,nottingham,285,2,Liberal Party (Original),63,liberals candidate 2,-990,14168,14036,0.7535298466682434,nottinghamshire
5174,627,1868,nottingham,285,2,Conservative,27,-990,-990,14168,4591,0.246470183134079,nottinghamshire
5175,627,1868,nottingham,285,2,Liberal Party (Original),63,liberals candidate 4,-990,14168,14036,0.7535298466682434,nottinghamshire
5176,627,1868,nottingham,285,2,Liberal Party (Original),63,liberals candidate 1,-990,14168,14036,0.7535298466682434,nottinghamshire
5177,627,1868,nottingham,285,2,Liberal Party (Original),63,liberals candidate 3,-990,14168,14036,0.7535298466682434,nottinghamshire
5178,627,1868,"nottingham, northern",286,2,Conservative,27,-992,-992,5205,-992,-992.0,"nottingham, northern"
5179,627,1868,"nottingham, northern",286,2,Liberal Party (Original),63,-992,-992,5205,-992,-992.0,"nottingham, northern"
5180,627,1868,"nottingham, southern",287,2,Conservative,27,conservatives candidate 1,-992,4846,-992,-992.0,"nottingham, southern"
5181,627,1868,"nottingham, southern",287,2,Conservative,27,conservatives candidate 2,-992,4846,-992,-992.0,"nottingham, southern"
5182,627,1868,oldham,288,2,Conservative,27,conservatives candidate 2,-990,13454,12200,0.498732715845108,lancashire
5183,627,1868,oldham,288,2,Conservative,27,conservatives candidate 1,-990,13454,12200,0.498732715845108,lancashire
5184,627,1868,oldham,288,2,Liberal Party (Original),63,liberals candidate 1,-990,13454,12262,0.5012672543525696,lancashire
5185,627,1868,oldham,288,2,Liberal Party (Original),63,liberals candidate 2,-990,13454,12262,0.5012672543525696,lancashire
5186,627,1868,orkney and shetland,289,1,Conservative,27,-990,-990,1486,446,0.3841516077518463,orkney and shetland
5187,627,1868,orkney and shetland,289,1,Liberal Party (Original),63,-990,-990,1486,715,0.6158484220504761,orkney and shetland
5188,627,1868,oxford,290,2,Liberal Party (Original),63,liberals candidate 2,-990,5328,5401,0.8151222467422485,oxfordshire
5189,627,1868,oxford,290,2,Liberal Party (Original),63,liberals candidate 1,-990,5328,5401,0.8151222467422485,oxfordshire
5190,627,1868,oxford,290,2,Conservative,27,-990,-990,5328,1225,0.1848777532577515,oxfordshire
5191,627,1868,oxford university,291,2,Conservative,27,conservatives candidate 2,-992,4190,-992,-992.0,oxford university
5192,627,1868,oxford university,291,2,Conservative,27,conservatives candidate 1,-992,4190,-992,-992.0,oxford university
5193,627,1868,oxfordshire,292,3,Conservative,27,conservatives candidate 2,-992,7663,-992,-992.0,oxfordshire
5194,627,1868,oxfordshire,292,3,Liberal Party (Original),63,-992,-992,7663,-992,-992.0,oxfordshire
5195,627,1868,oxfordshire,292,3,Conservative,27,conservatives candidate 1,-992,7663,-992,-992.0,oxfordshire
5196,627,1868,paisley,293,1,Conservative,27,-990,-990,3264,921,0.3156271278858185,renfrewshire
5197,627,1868,paisley,293,1,Liberal Party (Original),63,liberals candidate 2,-990,3264,1997,0.6843728423118591,renfrewshire
5198,627,1868,paisley,293,1,Liberal Party (Original),63,liberals candidate 1,-990,3264,1997,0.6843728423118591,renfrewshire
5199,627,1868,peeblesshire and selkirkshire,294,1,Liberal Party (Original),63,-990,-990,889,358,0.4979137778282166,peeblesshire and selkirkshire
5200,627,1868,peeblesshire and selkirkshire,294,1,Conservative,27,-990,-990,889,361,0.5020862221717834,peeblesshire and selkirkshire
5201,627,1868,pembroke district of boroughs,295,1,Liberal Party (Original),63,-990,-990,3028,1049,0.4250405132770538,pembroke district of boroughs
5202,627,1868,pembroke district of boroughs,295,1,Conservative,27,-990,-990,3028,1419,0.5749594569206238,pembroke district of boroughs
5203,627,1868,pembrokeshire,296,1,Conservative,27,-992,-992,4690,-992,-992.0,pembrokeshire
5204,627,1868,penryn and falmouth,297,2,Conservative,27,conservatives candidate 2,-990,1808,1415,0.5394586324691772,penryn and falmouth
5205,627,1868,penryn and falmouth,297,2,Liberal Party (Original),63,liberals candidate 1,-990,1808,1208,0.4605413675308228,penryn and falmouth
5206,627,1868,penryn and falmouth,297,2,Conservative,27,conservatives candidate 1,-990,1808,1415,0.5394586324691772,penryn and falmouth
5207,627,1868,penryn and falmouth,297,2,Liberal Party (Original),63,liberals candidate 2,-990,1808,1208,0.4605413675308228,penryn and falmouth
5208,627,1868,perth,298,1,Liberal Party (Original),63,-992,-992,2801,-992,-992.0,perthshire
5209,627,1868,perthshire,299,1,Liberal Party (Original),63,-990,-990,4876,2046,0.5365853905677795,perthshire
5210,627,1868,perthshire,299,1,Conservative,27,-990,-990,4876,1767,0.4634146392345428,perthshire
5211,627,1868,peterborough,300,2,Liberal Party (Original),63,liberals candidate 2,-990,2461,3442,0.9537267684936523,northamptonshire
5212,627,1868,peterborough,300,2,Liberal Party (Original),63,liberals candidate 4,-990,2461,3442,0.9537267684936523,northamptonshire
5213,627,1868,peterborough,300,2,Liberal Party (Original),63,liberals candidate 3,-990,2461,3442,0.9537267684936523,northamptonshire
5214,627,1868,peterborough,300,2,Liberal Party (Original),63,liberals candidate 1,-990,2461,3442,0.9537267684936523,northamptonshire
5215,627,1868,peterborough,300,2,Conservative,27,-990,-990,2461,167,0.04627320542931557,northamptonshire
5216,627,1868,petersfield,301,1,Liberal Party (Original),63,-990,-990,774,372,0.6262626051902771,hampshire
5217,627,1868,petersfield,301,1,Conservative,27,-990,-990,774,222,0.3737373650074005,hampshire
5218,627,1868,plymouth,302,2,Liberal Party (Original),63,liberals candidate 1,-990,4840,4151,0.7337811589241028,devonshire
5219,627,1868,plymouth,302,2,Conservative,27,-990,-990,4840,1506,0.2662188410758972,devonshire
5220,627,1868,plymouth,302,2,Liberal Party (Original),63,liberals candidate 2,-990,4840,4151,0.7337811589241028,devonshire
5221,627,1868,pontefract,303,2,Liberal Party (Original),63,liberals candidate 2,-990,1910,1593,0.6389891505241394,yorkshire
5222,627,1868,pontefract,303,2,Conservative,27,-990,-990,1910,900,0.3610108196735382,yorkshire
5223,627,1868,pontefract,303,2,Liberal Party (Original),63,liberals candidate 1,-990,1910,1593,0.6389891505241394,yorkshire
5224,627,1868,poole,304,1,Conservative,27,-990,-990,1256,623,0.5252951383590698,dorset
5225,627,1868,poole,304,1,Liberal Party (Original),63,-990,-990,1256,563,0.4747048914432526,dorset
5226,627,1868,portarlington,305,1,Liberal Party (Original),63,-990,-990,108,51,0.425000011920929,portarlington
5227,627,1868,portarlington,305,1,Conservative,27,-990,-990,108,69,0.574999988079071,portarlington
5228,627,1868,portsmouth,306,2,Conservative,27,-990,-990,11597,5306,0.4152449667453766,hampshire
5229,627,1868,portsmouth,306,2,Liberal Party (Original),63,liberals candidate 1,-990,11597,7472,0.5847550630569458,hampshire
5230,627,1868,portsmouth,306,2,Liberal Party (Original),63,liberals candidate 2,-990,11597,7472,0.5847550630569458,hampshire
5231,627,1868,preston,307,2,Conservative,27,conservatives candidate 2,-990,10763,11503,0.550198495388031,lancashire
5232,627,1868,preston,307,2,Liberal Party (Original),63,liberals candidate 1,-990,10763,9404,0.449801504611969,lancashire
5233,627,1868,preston,307,2,Liberal Party (Original),63,liberals candidate 2,-990,10763,9404,0.449801504611969,lancashire
5234,627,1868,preston,307,2,Conservative,27,conservatives candidate 1,-990,10763,11503,0.550198495388031,lancashire
5235,627,1868,queen's county,308,2,Liberal Party (Original),63,liberals candidate 1,-992,3604,-992,-992.0,queen's county
5236,627,1868,queen's county,308,2,Liberal Party (Original),63,liberals candidate 2,-992,3604,-992,-992.0,queen's county
5237,627,1868,radnor district of boroughs,309,1,Liberal Party (Original),63,-992,-992,841,-992,-992.0,radnor district of boroughs
5238,627,1868,radnorshire,310,1,Conservative,27,-992,-992,2216,-992,-992.0,radnorshire
5239,627,1868,reading,311,2,Conservative,27,-990,-990,3228,979,0.2316611409187317,berkshire
5240,627,1868,reading,311,2,Liberal Party (Original),63,liberals candidate 1,-990,3228,3247,0.7683388590812683,berkshire
5241,627,1868,reading,311,2,Liberal Party (Original),63,liberals candidate 2,-990,3228,3247,0.7683388590812683,berkshire
5242,627,1868,renfrewshire,312,1,Liberal Party (Original),63,-992,-992,3571,-992,-992.0,renfrewshire
5243,627,1868,richmond,313,1,Liberal Party (Original),63,liberals candidate 1,-990,650,462,1.0,richmond
5244,627,1868,richmond,313,1,Liberal Party (Original),63,liberals candidate 2,-990,650,462,1.0,richmond
5245,627,1868,ripon,314,1,Conservative,27,-990,-990,1132,408,0.4241164326667786,yorkshire
5246,627,1868,ripon,314,1,Liberal Party (Original),63,-990,-990,1132,554,0.5758835673332214,yorkshire
5247,627,1868,rochdale,315,1,Liberal Party (Original),63,-990,-990,9280,4455,0.5766990184783936,lancashire
5248,627,1868,rochdale,315,1,Conservative,27,-990,-990,9280,3270,0.4233009815216064,lancashire
5249,627,1868,rochester,316,2,Conservative,27,-990,-990,2569,703,0.2028274685144424,kent
5250,627,1868,rochester,316,2,Liberal Party (Original),63,liberals candidate 2,-990,2569,2763,0.7971725463867188,kent
5251,627,1868,rochester,316,2,Liberal Party (Original),63,liberals candidate 1,-990,2569,2763,0.7971725463867188,kent
5252,627,1868,roscommon county,317,2,Liberal Party (Original),63,liberals candidate 2,-992,3932,-992,-992.0,roscommon county
5253,627,1868,roscommon county,317,2,Liberal Party (Original),63,liberals candidate 1,-992,3932,-992,-992.0,roscommon county
5254,627,1868,ross and cromarty,318,1,Liberal Party (Original),63,-992,-992,1564,-992,-992.0,ross and cromarty
5255,627,1868,rowburghshire,319,1,Conservative,27,-990,-990,1664,610,0.4485294222831726,roxburghshire
5256,627,1868,rowburghshire,319,1,Liberal Party (Original),63,-990,-990,1664,750,0.5514705777168274,roxburghshire
5257,627,1868,rutlandshire,320,2,Conservative,27,conservatives candidate 1,-992,2200,-992,-992.0,rutlandshire
5258,627,1868,rutlandshire,320,2,Conservative,27,conservatives candidate 2,-992,2200,-992,-992.0,rutlandshire
5259,627,1868,rye,321,1,Conservative,27,-990,-990,1208,513,0.5069169998168945,sussex
5260,627,1868,rye,321,1,Liberal Party (Original),63,-990,-990,1208,499,0.4930830001831055,sussex
5261,627,1868,salford,322,2,Liberal Party (Original),63,liberals candidate 1,-990,15862,12159,0.4932256937026978,lancashire
5262,627,1868,salford,322,2,Liberal Party (Original),63,liberals candidate 2,-990,15862,12159,0.4932256937026978,lancashire
5263,627,1868,salford,322,2,Conservative,27,conservatives candidate 1,-990,15862,12493,0.5067743062973022,lancashire
5264,627,1868,salford,322,2,Conservative,27,conservatives candidate 2,-990,15862,12493,0.5067743062973022,lancashire
5265,627,1868,salisbury,323,2,Liberal Party (Original),63,liberals candidate 1,-990,1461,1427,0.6960975527763367,wiltshire
5266,627,1868,salisbury,323,2,Conservative,27,-990,-990,1461,623,0.3039024472236633,wiltshire
5267,627,1868,salisbury,323,2,Liberal Party (Original),63,liberals candidate 2,-990,1461,1427,0.6960975527763367,wiltshire
5268,627,1868,sandwich,324,2,Conservative,27,-990,-990,1906,710,0.2766952514648438,sandwich
5269,627,1868,sandwich,324,2,Liberal Party (Original),63,liberals candidate 2,-990,1906,1856,0.7233047485351562,sandwich
5270,627,1868,sandwich,324,2,Liberal Party (Original),63,liberals candidate 1,-990,1906,1856,0.7233047485351562,sandwich
5271,627,1868,scaraborough,325,2,Liberal Party (Original),63,liberals candidate 1,-990,2964,3504,0.8252472877502441,scaraborough
5272,627,1868,scaraborough,325,2,Conservative,27,-990,-990,2964,742,0.1747527122497559,scaraborough
5273,627,1868,scaraborough,325,2,Liberal Party (Original),63,liberals candidate 2,-990,2964,3504,0.8252472877502441,scaraborough
